,translation,zh,sim
797,与此同时，十亿人每天挨饿。,与此同时，十亿人却每天生活在饥饿的阴影之中。,1
798,我们需要一个突破，它具有示范效应，公开，明晰，并说服，能够调动公众的芳心，并彰显成功。,我需要一种突破，它具有示范效应，公开、明晰并具有说服力； 它能激发公众的身心投入，并彰显成功。,1
799,历史在马德里在1月底提出的，当时世界上最富有和最贫穷的国家寻求全球饥饿危机的解决方案。,当世界上最富裕和最贫穷的国家在一月底齐心协力寻求全球饥饿危机的解决之道时，我们就能在马德里创造历史。,1
800,数十亿最贫困人口的生活依赖于它。,十亿最贫穷人口的生命皆系于此。,1
801,一个突破的机会全球卫生,全球卫生状况的突破性机会,1
802,纽约 - 每年，数以百万计的人们可以预防和治疗的疾病而死亡，尤其是在贫穷国家。,纽约—每年都有数百万人因可防可治的疾病而身亡，特别是在穷国。,1
803,在许多情况下，救命的药物可以便宜地大量生产，但在价格出售该块访问那些谁需要它们。,在很多情形中，救命药可以以低廉的成本大量生产，但售价却让需要者望而却步。,1
804,和许多模具，只是因为没有治疗方法或疫苗，因为这么小的世界有价值的研究人才和有限的资源致力于解决贫困人口的疾病。,更有许多人的死仅仅是因为缺少治疗或疫苗，而造成这种情况的原因是用于为穷人治病的世界宝贵研究人才和有限资源太少。,1
805,这一事态代表经济学和法律，迫切需要加以纠正的失败。,如此状况反映了经济学和法律方面急需得到修正的失灵。,1
806,好消息是，现在是变革的机会，最有为地通过世界卫生组织领导的国际努力，将开始解决这个问题正在阻碍廉价药的开发和可用性破碎知识产权制度。,好消息是现在改变的机会已现，主要是通过一项由世界卫生组织牵头的国际计划，该计划将开始修正造成廉价药品开发和难以获得问题的知识产权制度漏洞。,1
807,两个主要问题限制了药品的今天可用性。,如今，药品之所以难以获得，主要是拜两大问题所赐。,1
808,其中之一是，他们是非常昂贵的;或者，更准确地，收取他们的价格非常高，虽然生产它们的成本，但其量的一小部分。,其中之一是药品成本太高； 或者，更正确地说，是药品要价太高，而生产成本只是要价的一小部分。,1
809,二，药物开发朝着利润最大化，而不是社会福利，其偏斜冲着创造，是对人类福利的基本药物的努力为目标。,第二个问题是药品开发的着眼点是利润最大化，而不是社会效益最大化，这使得药品开发倾向于创造对人类福利至关重要的品种。,1
810,因为穷人有这么少的钱去消费，医药公司，根据目前的安排，没有动力做研究的折磨他们的疾病。,而穷人根本没有多少钱可花，因此，在现有安排下，制药公司根本没什么激励研究折磨穷人的疾病。,1
811,它并不一定是这样。,事情本不必如此。,1
812,制药公司认为，高油价是必要的资金研究和开发。,制药公司指出，要价高是必要的，这是为了给研发提供资金。,1
813,但是，在美国，它实际上是资助政府最健康相关的研究和开发 - 直接通过公众的支持，并间接（健康，美国国家科学基金会的国家机构），通过公共采购药品的，无论是在医疗保险和医疗补助计划。,但是，在美国，大部分卫生相关研发活动的实际出资者是政府——或是通过公共支持（美国国家卫生研究院、国家科学基金会等）直接提供资金，或是通过药品公共采购（如医疗保险和医疗补助计划）间接提供资金。,1
814,即使是没有政府资助的不是传统市场的一部分;大多数人处方药的购买是保险。,不能获得政府融资的部分也不是传统市场； 许多个人的处方药支出都能获得保险赔付。,1
815,政府财政卫生保健的研究，因为改进药品是一种公共物品。,政府之所以为卫生研究提供融资，是因为改善药品是一种公共品。,1
816,所得到的知识，通过阻止流行病和限制普遍疾病的经济和人员伤亡都是有利的。,由此带来的知识进步能防止传染病、减轻常见病的经济和人身伤害，从而让每个人都受益。,1
817,效率要求，只要它是可共享研究尽可能广泛。,要获得高效，就必须在获得知识进步后尽可能快地共享之。,1
818,托马斯·杰斐逊相比知识蜡烛：当一个用于光另一个，这并不会抹杀第一的光。,托马斯·杰斐逊曾将知识比作蜡烛：用一根蜡烛点燃另一根蜡烛，并不会减弱前一根蜡烛的光辉。,1
819,相反，一切都变得明亮。,相反，这样能使所有东西都变得更亮。,1
820,然而，在美国和世界上大多数国家，药品价格仍然过高和知识的传播紧密限制。,但是，在美国以及世界大部分地区，药品价格依然高得离谱，知识的传播则受到了严格的制约。,1
821,这是因为我们已经创建了一个专利制度，让创新者暂时的垄断，他们创造什么，鼓励他们囤积自己的知识，以免他们帮助竞争对手。,这是因为我们所创造的专利制度给了创新者对其所创之物的暂时垄断权，这促使创新者对知识敝帚自珍，唯恐助了竞争者一臂之力。,1
822,虽然这个系统确实通过使创新盈利为某些类型的研究激励机制，它允许制药公司哄抬价格，激励不一定对应于回报社会。,这一制度使得创新有利可图，从而确实为某些类型的研究提供了激励； 但制药公司也因此得以坐地起价，它们获得的激励与社会回报不一定相容。,1
823,在卫生保健部门，它可能是更有利可图的投入研究，以一个“我也是”药，而不是治疗，真正有差别的发展。,在卫生领域，致力于研究“仿造”药可能比开发一种另辟蹊径的疗法更加有利可图。,1
824,专利制度甚至可能对创新不利影响，因为虽然进入任何研究中最重要的输入之前的想法，专利制度鼓励保密。,专利制度甚至可能对创新起到反作用，因为研究的最重要输入变量是领先的思想，而专利制度却在鼓励彼此保密。,1
825,一种解决高房价和误导的研究都与政府支持的奖金，以取代目前的模型。,要价高企和研究��向偏差问题的解决之道是用政府奖励基金代替现有模式。,1
826,随着奖金制度，创新奖励为新的知识，但他们不保留其使用垄断。,在奖励制度下，创新者将因新知识而受到奖赏，但不再获得新知识使用的垄断权。,1
827,这样一来，竞争市场的力量可以保证，一旦药物被开发的，它是在尽可能低的价格提供 - 不膨胀的垄断价格。,这样一来，竞争性市场的力量将能保证只要药品被开发出来，就能以尽可能低的价格（而不是大大膨胀的垄断价）为患者所获。,1
828,幸运的是，一些美国国会议员正在以这种方式产生浓厚的兴趣。,幸运的是，一些美国立法者已对这一方法产生了浓厚兴趣。,1
829,艾滋病毒/艾滋病法案由参议员伯尼·桑德斯引入了国会法案建立奖励基金，就是这样的倡议。,参议员桑德斯（Bernie Sanders）提出、并获得国会通过的艾滋病奖励基金法（Prize Fund for HIV/AIDS Act）只是一个开始。,1
830,他的法案还包括旨在鼓励开源研究的重要条款，这会从保密移开目前的研究模型对共享。,桑德斯的法案包括了一个旨在鼓励开源研究的重要部分，将促使现有研究模式从保密转向共享。,1
831,但是，全球范围内，我们的创新系统需要更大的变化。,但是，从全球角度看，我们的创新制度还需要做出大得多的变化。,1
832,世卫组织的鼓励广泛的改革，在国际上的努力是至关重要的。,世界卫生组织旨在促进国际层面的广泛改革的努力非常关键。,1
833,今年春季，世界卫生组织发布了建议类似于在美国参议院法案提出的解决方案的报告，但在全球范围内。,今年春天，世界卫生组织公布了一份报告，其中提出了一项类似于桑德斯法案的解决之道——只不过世卫组织的方案是全球水平的。,1
834,重要的是，报告指出，“研究和开发，以满足卫生需求发展中国家，”建议采取综合措施，包括政府对发展中国家的卫生需求的研究经费的强制性供款;保健重点和实施国际协调;和全球观测站将监视需求最大。,有一点很重要，这份题为《用研发满足发展中国家的卫生需要》（“Research and Development to Meet Health Needs in Developing Countries）给出了一个完整的方法，包括来自政府的指令性发展中国家卫生研究资金分配； 优先卫生项目和实施的国际合作；,1
835,5月下旬，国际社会将有机会着手实施这些想法在WHO世界卫生大会 - 希望为世界各地的公共卫生片刻。,以及监测最紧迫需求的全球观察组。 5月底，国际社会将由机会在世界卫生组织大会上开始实施这些想法，这将是世界公共卫生的希望时刻。,1
